frequency_Hz,amplitude
0.0,9.32564026584467e-19
0.0024999375015647344,0.0006483465720778898
0.004999875003129469,0.0002664803118005137
0.007499812504694203,0.0011703867166865621
0.009999750006258938,0.0005657876894883618
0.012499687507823673,0.0010126143226384698
0.014999625009388406,0.0003804070909301213
0.01749956251095314,0.0008870351953782748
0.019999500012517876,0.0004014253866851392
0.02249943751408261,0.0009404957435965466
0.024999375015647345,0.0008988735703511315
0.02749931251721208,0.0009965134185847
0.02999925001877681,0.0012443014244575732
0.032499187520341546,0.0011205726416657887
0.03499912502190628,0.0012843644768229276
0.037499062523471016,0.0006953925811773523
0.03999900002503575,0.0018382915608897185
0.042498937526600486,0.0008536502529070077
0.04499887502816522,0.0007074675405203933
0.047498812529729956,0.000579881915936571
0.04999875003129469,0.00042952186268109207
0.052498687532859425,0.000802213506573852
0.05499862503442416,0.0015935599127503942
0.057498562535988895,0.0008401345696926441
0.05999850003755362,0.00030367321413320196
0.06249843753911836,0.0003189194859172505
0.06499837504068309,0.0016801042746265723
0.06749831254224783,0.0005642020966379567
0.06999825004381256,0.0006080263714595777
0.0724981875453773,0.00034404422651509417
0.07499812504694203,0.0014906950273243754
0.07749806254850677,0.00043479570007812565
0.0799980000500715,0.0010667140189766465
0.08249793755163623,0.0005809750071788959
0.08499787505320097,0.0006637677068081128
0.0874978125547657,0.0009097337444586433
0.08999775005633044,0.0010727507971294338
0.09249768755789517,0.0012933532207158437
0.09499762505945991,0.0009023256126031375
0.09749756256102464,0.00023106426142997918
0.09999750006258938,0.0017352476549438018
0.10249743756415411,0.000892902946685039
0.10499737506571885,0.0008552858451585189
0.10749731256728358,0.0007030755144629459
0.10999725006884832,0.0015324734897558519
0.11249718757041305,0.0013510474272009057
0.11499712507197779,0.0007439280425322113
0.11749706257354252,0.0005442409209900537
0.11999700007510725,0.0013148905260879458
0.12249693757667199,0.0004657068424903936
0.12499687507823672,0.0011281826284574863
0.12749681257980144,0.0013428208311807215
0.12999675008136619,0.0004038233331757039
0.13249668758293093,0.0009368907847748853
0.13499662508449567,0.0009077876525167818
0.13749656258606038,0.0002634510338734276
0.13999650008762513,0.0004468584938443242
0.14249643758918987,0.00040825718692782655
0.1449963750907546,0.0015101358670823182
0.14749631259231932,0.0005829561421118082
0.14999625009388406,0.0003793529070195434
0.1524961875954488,0.0008462845304994654
0.15499612509701355,0.0014123880458762914
0.15749606259857826,0.001328379136678839
0.159996000100143,0.0010835317590024752
0.16249593760170775,0.0002794052616486295
0.16499587510327246,0.0007995027608125562
0.1674958126048372,0.0003986304201608735
0.16999575010640194,0.001697870776685519
0.17249568760796669,0.0013864334348678855
0.1749956251095314,0.0007940873224135526
0.17749556261109614,9.397945835026271e-05
0.17999550011266088,0.0010720133121075116
0.18249543761422563,0.0012211612797609268
0.18499537511579034,0.0009533718181809887
0.18749531261735508,0.0014858570560166637
0.18999525011891982,0.0004997193218607872
0.19249518762048456,0.0007265931104635826
0.19499512512204928,0.0010200172175597853
0.19749506262361402,0.0006421773541601081
0.19999500012517876,0.00046179755895716436
0.20249493762674348,0.0010886519774425574
0.20499487512830822,0.001073159460882586
0.20749481262987296,0.0008077392483325951
0.2099947501314377,0.00031441555534204575
0.21249468763300242,0.00107128781979296
0.21499462513456716,0.0011027072271343234
0.2174945626361319,0.0006831750608180731
0.21999450013769664,0.0004310183193081721
0.22249443763926136,0.0007880339673576643
0.2249943751408261,0.0007917945957636094
0.22749431264239084,0.0002595310920700057
0.22999425014395558,0.001091058022597227
0.2324941876455203,0.0007703359212053383
0.23499412514708504,0.0008684485374354205
0.23749406264864978,0.0007652504804264715
0.2399940001502145,0.000840121302083164
0.24249393765177923,0.000563202649072562
0.24499387515334398,0.0015638594466777748
0.24749381265490872,0.0007279508319683034
0.24999375015647343,0.0012496403775578647
0.2524936876580382,0.0014520631179449073
0.2549936251596029,0.001363702489561426
0.25749356266116763,0.0004100349778745933
0.25999350016273237,0.00027393765774653923
0.2624934376642971,0.0012546496290269523
0.26499337516586186,0.000700239359559105
0.2674933126674266,0.0009966210647402041
0.26999325016899134,0.0016039161556933173
0.2724931876705561,0.0011413617434557041
0.27499312517212077,0.0003598508196276539
0.2774930626736855,0.0014939186816649518
0.27999300017525025,0.0005939017165265808
0.282492937676815,0.0011111476691381989
0.28499287517837973,0.0010645694263227289
0.2874928126799445,0.0007514141252503357
0.2899927501815092,0.0009593541392249521
0.2924926876830739,0.0005962195046483946
0.29499262518463865,0.0008353168833911918
0.2974925626862034,0.0015920436117586865
0.29999250018776813,0.00096553903074169
0.30249243768933287,0.0018134492959934149
0.3049923751908976,0.00045244759324002706
0.30749231269246236,0.001149560653568005
0.3099922501940271,0.0007359379312475394
0.3124921876955918,0.001434736453345302
0.3149921251971565,0.000460185104672866
0.31749206269872127,0.000759916878570304
0.319992000200286,0.0004446180220126564
0.32249193770185075,0.0005666694672348427
0.3249918752034155,0.00038191160226745484
0.32749181270498023,0.0009161207029816982
0.3299917502065449,0.0006142647313761956
0.33249168770810966,0.0012043699252772485
0.3349916252096744,0.0008901387636038469
0.33749156271123915,0.001391552935199506
0.3399915002128039,0.0011673481026968407
0.34249143771436863,0.0006315543553447686
0.34499137521593337,0.0004969713299836987
0.3474913127174981,0.000728937091834914
0.3499912502190628,0.0008342670059005009
0.35249118772062754,0.0005133166150015657
0.3549911252221923,0.001025251940627424
0.357491062723757,0.0002305550034222255
0.35999100022532177,0.0008976109555432832
0.3624909377268865,0.0011955420657401075
0.36499087522845125,0.0007029421208832155
0.36749081273001594,0.0003355689712396687
0.3699907502315807,0.0001226856459128951
0.3724906877331454,0.0011866310246687452
0.37499062523471016,0.0010611730283353687
0.3774905627362749,0.0004993867888731963
0.37999050023783965,0.0008296119294886967
0.3824904377394044,0.001174392620191336
0.38499037524096913,0.0009574419410122774
