iteration,frequency_Hz,projection_energy,robust_threshold,noise_median
1,0,0,0.270760540734587,0.0137732998025699
1,0.00249993750156473,0.00840727572714178,0.270760540734587,0.0137732998025699
1,0.00499987500312947,0.00142027063742427,0.270760540734587,0.0137732998025699
1,0.0074998125046942,0.0273967862344603,0.270760540734587,0.0137732998025699
1,0.00999975000625894,0.00640247424938635,0.270760540734587,0.0137732998025699
1,0.0124996875078237,0.0205082680221346,0.270760540734587,0.0137732998025699
1,0.0149996250093884,0.00289426345137576,0.270760540734587,0.0137732998025699
1,0.0174995625109531,0.0157370221725144,0.270760540734587,0.0137732998025699
1,0.0199995000125179,0.00322292739267681,0.270760540734587,0.0137732998025699
1,0.0224994375140826,0.0176910871405863,0.270760540734587,0.0137732998025699
1,0.0249993750156473,0.0161598778963635,0.270760540734587,0.0137732998025699
1,0.0274993125172121,0.019861276387884,0.270760540734587,0.0137732998025699
1,0.0299992500187768,0.0309664948411604,0.270760540734587,0.0137732998025699
1,0.0324991875203416,0.0251142887465195,0.270760540734587,0.0137732998025699
1,0.0349991250219063,0.0329926669825473,0.270760540734587,0.0137732998025699
1,0.037499062523471,0.00967165862455097,0.270760540734587,0.0137732998025699
1,0.0399990000250358,0.0675880069146986,0.270760540734587,0.0137732998025699
1,0.0424989375266005,0.0145747394451411,0.270760540734587,0.0137732998025699
1,0.0449988750281652,0.0100104566729599,0.270760540734587,0.0137732998025699
1,0.04749881252973,0.00672542886012357,0.270760540734587,0.0137732998025699
1,0.0499987500312947,0.00368987285493596,0.270760540734587,0.0137732998025699
1,0.0524986875328594,0.0128712519758454,0.270760540734587,0.0137732998025699
1,0.0549986250344242,0.0507899336270986,0.270760540734587,0.0137732998025699
1,0.0574985625359889,0.0141168748169005,0.270760540734587,0.0137732998025699
1,0.0599985000375536,0.00184439452835028,0.270760540734587,0.0137732998025699
1,0.0624984375391184,0.00203424362477372,0.270760540734587,0.0137732998025699
1,0.0649983750406831,0.0564564188475564,0.270760540734587,0.0137732998025699
1,0.0674983125422478,0.00636663927901625,0.270760540734587,0.0137732998025699
1,0.0699982500438126,0.00739410621584019,0.270760540734587,0.0137732998025699
1,0.0724981875453773,0.00236738777918228,0.270760540734587,0.0137732998025699
1,0.074998125046942,0.0444445443756246,0.270760540734587,0.0137732998025699
1,0.0774980625485068,0.00378104053977895,0.270760540734587,0.0137732998025699
1,0.0799980000500715,0.0227581449050253,0.270760540734587,0.0137732998025699
1,0.0824979375516362,0.00675080794530986,0.270760540734587,0.0137732998025699
1,0.084997875053201,0.00881197166581029,0.270760540734587,0.0137732998025699
1,0.0874978125547657,0.0165527235238778,0.270760540734587,0.0137732998025699
1,0.0899977500563304,0.0230164608519731,0.270760540734587,0.0137732998025699
1,0.0924976875578952,0.0334560874519977,0.270760540734587,0.0137732998025699
1,0.0949976250594599,0.0162842373189482,0.270760540734587,0.0137732998025699
1,0.0974975625610247,0.0010678405535501,0.270760540734587,0.0137732998025699
1,0.0999975000625894,0.0602231940219713,0.270760540734587,0.0137732998025699
1,0.102497437564154,0.0159459120818126,0.270760540734587,0.0137732998025699
1,0.104997375065719,0.0146306432955089,0.270760540734587,0.0137732998025699
1,0.107497312567284,0.00988655073833622,0.270760540734587,0.0137732998025699
1,0.109997250068848,0.046970674173588,0.270760540734587,0.0137732998025699
1,0.112497187570413,0.036507495675499,0.270760540734587,0.0137732998025699
1,0.114997125071978,0.0110688553637824,0.270760540734587,0.0137732998025699
1,0.117497062573543,0.00592411170069207,0.270760540734587,0.0137732998025699
1,0.119997000075107,0.0345796063804645,0.270760540734587,0.0137732998025699
1,0.122496937576672,0.00433776570427901,0.270760540734587,0.0137732998025699
1,0.124996875078237,0.0254565572610864,0.270760540734587,0.0137732998025699
1,0.127496812579801,0.03606425727695,0.270760540734587,0.0137732998025699
1,0.129996750081366,0.00326154722498491,0.270760540734587,0.0137732998025699
1,0.132496687582931,0.0175557257340933,0.270760540734587,0.0137732998025699
1,0.134996625084496,0.0164819804804496,0.270760540734587,0.0137732998025699
1,0.13749656258606,0.00138816364820319,0.270760540734587,0.0137732998025699
1,0.139996500087625,0.00399375011167313,0.270760540734587,0.0137732998025699
1,0.14249643758919,0.00333356195052978,0.270760540734587,0.0137732998025699
1,0.144996375090755,0.0456113469961378,0.270760540734587,0.0137732998025699
1,0.147496312592319,0.00679692719144947,0.270760540734587,0.0137732998025699
1,0.149996250093884,0.00287824451559761,0.270760540734587,0.0137732998025699
1,0.152496187595449,0.0143243082300073,0.270760540734587,0.0137732998025699
